mesh_id,descriptor_name,tree_number,parent_tree_number,parent_id,parent_name
D016175,B-Lymphocyte Subsets,A15.145.229.637.555.567.550.450,A15,D006424,Hemic and Immune Systems
D013949,Thymus Extracts,D20.777.871,D20,D045424,Complex Mixtures
D012322,RNA Precursors,D13.400.730,D13,D009706,"Nucleic Acids, Nucleotides, and Nucleosides"
D044382,Population Groups,M01.686,M01,D009272,Persons
D044382,Population Groups,N01.224.708,N01,D011154,Population Characteristics
D011153,Population,N01.600,N01,D011154,Population Characteristics
D000073537,"Biological Variation, Population",G16.117,G16,D001686,Biological Phenomena
D014014,Tissue Adhesives,D25.919,D25,D001697,Biomedical and Dental Materials
D014014,Tissue Adhesives,D27.720.102.919,D27,D020164,Chemical Actions and Uses
D014014,Tissue Adhesives,E07.858.690.860,E07,D004864,Equipment and Supplies
D014014,Tissue Adhesives,J01.637.051.919,J01,D013676,"Technology, Industry, and Agriculture"
D060168,Thymocytes,A11.118.637.555.567.569.360.800,A11,D002477,Cells
D012111,Residence Characteristics,N01.224.791,N01,D011154,Population Characteristics
D012111,Residence Characteristics,N06.850.505.400.800,N06,D004778,Environment and Public Health
D012334,"RNA, Neoplasm",D13.444.735.615,D13,D009706,"Nucleic Acids, Nucleotides, and Nucleosides"
D011154,Population Characteristics,N01,N01,D011154,Population Characteristics
D013934,Thymectomy,E04.928.770,E04,D013514,"Surgical Procedures, Operative"
D005828,"Genetics, Population",H01.158.273.343.335,H01,D010811,Natural Science Disciplines
D003896,Desmosomes,A11.284.149.165.420.297,A11,D002477,Cells
D006241,Haptens,D23.050.550.480,D23,D001685,Biological Factors
D009562,Nissl Bodies,A08.675.712,A08,D009420,Nervous System
D009562,Nissl Bodies,A11.284.430.214.190.500.610,A11,D002477,Cells
D000097807,Intracameral Injection,E02.319.267.530.475.250,E02,D013812,Therapeutics
D000097785,Forensic Imaging,E01.370.350.295,E01,D003933,Diagnosis
D000097785,Forensic Imaging,I01.198.780.922,I01,D012942,Social Sciences
D046568,Neuroepithelial Bodies,A08.675.650.915.500.530.550,A08,D009420,Nervous System
D046568,Neuroepithelial Bodies,A11.436.690.550,A11,D002477,Cells
D012746,Sexual Abstinence,F01.145.802.900,F01,D001520,Behavior and Behavior Mechanisms
D003599,Cytoskeleton,A11.284.430.214.190.750,A11,D002477,Cells
D007967,"Leukoedema, Oral",C07.465.385,C07,D009057,Stomatognathic Diseases
D012832,Silo Filler's Disease,C08.381.483.125.682,C08,D012140,Respiratory Tract Diseases
D012832,Silo Filler's Disease,C24.080.752,C24,D009784,Occupational Diseases
D003873,"Dermatitis, Exfoliative",C17.800.174.318,C17,D017437,Skin and Connective Tissue Diseases
D004309,Double Bind Interaction,F01.829.131,F01,D001520,Behavior and Behavior Mechanisms
D006128,Growth,G07.345.249,G07,D010829,Physiological Phenomena
D010658,Phenylglyoxal,D02.047.644.620,D02,D009930,Organic Chemicals
D014792,Visual Acuity,E01.370.380.850.950,E01,D003933,Diagnosis
D014792,Visual Acuity,F02.463.593.932.901,F02,D011579,Psychological Phenomena
D014792,Visual Acuity,G14.940,G14,D009799,Ocular Physiological Phenomena
D019073,HT29 Cells,A11.251.210.190.475,A11,D002477,Cells
D007965,"Leukodystrophy, Globoid Cell",C10.228.140.163.100.362.500,C10,D009422,Nervous System Diseases
D007965,"Leukodystrophy, Globoid Cell",C16.320.565.189.362.500,C16,D009358,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
D007965,"Leukodystrophy, Globoid Cell",C18.452.132.100.362.500,C18,D009750,Nutritional and Metabolic Diseases
D012544,Scheuermann Disease,C05.116.821.500.500,C05,D009140,Musculoskeletal Diseases
D013109,Sphingomyelins,D09.400.410.420.525.870,D09,D002241,Carbohydrates
D013109,Sphingomyelins,D10.390.470.675.870,D10,D008055,Lipids
D051845,gamma-Synuclein,D12.776.631.860.750,D12,D000602,"Amino Acids, Peptides, and Proteins"
D018622,PrP 27-30 Protein,D12.776.785.340.750.700,D12,D000602,"Amino Acids, Peptides, and Proteins"
D053668,Syndecan-1,D09.400.430.890.847.100,D09,D002241,Carbohydrates
D053668,Syndecan-1,D12.776.395.550.847.100,D12,D000602,"Amino Acids, Peptides, and Proteins"
D053669,Syndecan-2,D09.400.430.890.847.200,D09,D002241,Carbohydrates
D053669,Syndecan-2,D12.776.395.550.847.200,D12,D000602,"Amino Acids, Peptides, and Proteins"
D016098,Gerstmann-Straussler-Scheinker Disease,C01.207.800.350,C01,D007239,Infections
D016098,Gerstmann-Straussler-Scheinker Disease,C10.228.228.800.350,C10,D009422,Nervous System Diseases
D016098,Gerstmann-Straussler-Scheinker Disease,C16.320.400.350,C16,D009358,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
D053671,Syndecan-4,D09.400.430.890.847.800,D09,D002241,Carbohydrates
D053671,Syndecan-4,D12.776.395.550.847.800,D12,D000602,"Amino Acids, Peptides, and Proteins"
D053670,Syndecan-3,D09.400.430.890.847.600,D09,D002241,Carbohydrates
D053670,Syndecan-3,D12.776.395.550.847.600,D12,D000602,"Amino Acids, Peptides, and Proteins"
D011510,Proteolipids,D10.570.780,D10,D008055,Lipids
D011510,Proteolipids,D12.776.816,D12,D000602,"Amino Acids, Peptides, and Proteins"
D018991,Myelin Proteolipid Protein,D10.570.780.500,D10,D008055,Lipids
D018991,Myelin Proteolipid Protein,D12.776.543.620.580,D12,D000602,"Amino Acids, Peptides, and Proteins"
D006183,H-2 Antigens,D23.050.301.500.100.350,D23,D001685,Biological Factors
D024241,HMGN1 Protein,D12.776.660.235.400.400.200,D12,D000602,"Amino Acids, Peptides, and Proteins"
D000893,Anti-Inflammatory Agents,D27.505.954.158,D27,D020164,Chemical Actions and Uses
D024001,HMGN Proteins,D12.776.660.235.400.400,D12,D000602,"Amino Acids, Peptides, and Proteins"
D050356,Lipid Metabolism,G03.458,G03,D008660,Metabolism
D024242,HMGN2 Protein,D12.776.660.235.400.400.300,D12,D000602,"Amino Acids, Peptides, and Proteins"
D019159,Nonheme Iron Proteins,D12.776.157.427.374,D12,D000602,"Amino Acids, Peptides, and Proteins"
D053329,Apolipoprotein E2,D10.532.091.500.249,D10,D008055,Lipids
D053329,Apolipoprotein E2,D12.776.070.400.500.249,D12,D000602,"Amino Acids, Peptides, and Proteins"
D000070580,CYS2-HIS2 Zinc Fingers,G02.111.570.820.709.275.500.985.250,G02,D055598,Chemical Phenomena
D008111,Liver Function Tests,E01.370.372.460,E01,D003933,Diagnosis
D000071020,Hemochromatosis Protein,D09.400.430.890.489.200,D09,D002241,Carbohydrates
D000071020,Hemochromatosis Protein,D12.776.395.550.489.200,D12,D000602,"Amino Acids, Peptides, and Proteins"
D000071020,Hemochromatosis Protein,D23.050.301.500.100.363,D23,D001685,Biological Factors
D000081062,Heme-Binding Proteins,D12.776.157.373,D12,D000602,"Amino Acids, Peptides, and Proteins"
D000071696,Proteogenomics,H01.158.201.843.500,H01,D010811,Natural Science Disciplines
D024261,HMGB2 Protein,D12.776.260.356.600,D12,D000602,"Amino Acids, Peptides, and Proteins"
D013655,Taurochenodeoxycholic Acid,D02.455.326.146.100.850.875.900.875,D02,D009930,Organic Chemicals
D013655,Taurochenodeoxycholic Acid,D04.210.500.105.225.272.150.850,D04,D011083,Polycyclic Compounds
D002186,Cannabinoids,D02.455.849.090,D02,D009930,Organic Chemicals
D013260,"Steroids, Heterocyclic",D04.210.500.925,D04,D011083,Polycyclic Compounds
D014698,Venturicidins,D02.540.800,D02,D009930,Organic Chemicals
D052176,Azulenes,D02.455.426.392.368.284.049,D02,D009930,Organic Chemicals
D052176,Azulenes,D04.615.133,D04,D011083,Polycyclic Compounds
D007005,Hypoglycins,D02.455.426.392.368.533.450,D02,D009930,Organic Chemicals
D007005,Hypoglycins,D23.946.412,D23,D001685,Biological Factors
D000098860,Tirzepatide,D06.472.317.400.001,D06,D006730,"Hormones, Hormone Substitutes, and Hormone Antagonists"
D000098860,Tirzepatide,D12.644.400.300.001,D12,D000602,"Amino Acids, Peptides, and Proteins"
D003514,Cyclohexylamines,D02.092.384,D02,D009930,Organic Chemicals
D010881,Piperidones,D03.383.621.808,D03,D006571,Heterocyclic Compounds
D009294,Narcotics,D27.505.696.277.600,D27,D020164,Chemical Actions and Uses
D013656,Taurocholic Acid,D02.455.326.146.100.850.875,D02,D009930,Organic Chemicals
D013656,Taurocholic Acid,D04.210.500.105.225.900,D04,D011083,Polycyclic Compounds
D001549,Benzamides,D02.065.277,D02,D009930,Organic Chemicals
D007653,Ketocholesterols,D04.210.500.247.222.265.450,D04,D011083,Polycyclic Compounds
D007653,Ketocholesterols,D10.570.938.208.825.750,D10,D008055,Lipids
D006571,Heterocyclic Compounds,D03,D03,D006571,Heterocyclic Compounds
D002187,Cannabinol,D02.455.849.090.110,D02,D009930,Organic Chemicals
D064506,"Solute Carrier Family 12, Member 2",D12.776.157.530.450.625.875.750.625,D12,D000602,"Amino Acids, Peptides, and Proteins"
D063386,Cannabinoid Receptor Agonists,D27.505.519.625.085.500,D27,D020164,Chemical Actions and Uses
D027902,Justicia,B01.875.800.575.912.250.583.040.650,B01,D056890,Eukaryota
D020025,Peroxisome Proliferators,D27.888.569.100.675,D27,D020164,Chemical Actions and Uses
D064876,Safety-net Providers,N04.590.374.700,N04,D006298,Health Services Administration
D002775,Cholestadienols,D04.210.500.247.222.222.347,D04,D011083,Polycyclic Compounds
D007665,Ketotifen,D02.886.778.370,D02,D009930,Organic Chemicals
D007665,Ketotifen,D03.383.621.370,D03,D006571,Heterocyclic Compounds
D000077285,Rimonabant,D03.383.129.539.888,D03,D006571,Heterocyclic Compounds
D000096704,Cannabinoid Hyperemesis Syndrome,C25.775.635.500,C25,D064419,Chemically-Induced Disorders
D000096704,Cannabinoid Hyperemesis Syndrome,F03.900.635.500,F03,D001523,Mental Disorders
D045702,Proprotein Convertase 5,D08.811.277.656.300.760.648,D08,D045762,Enzymes and Coenzymes
D064486,"Solute Carrier Family 12, Member 3",D12.776.157.530.450.625.374.500,D12,D000602,"Amino Acids, Peptides, and Proteins"
D002185,Cannabidiol,D02.455.849.090.100,D02,D009930,Organic Chemicals
D062505,Value-Based Purchasing,N03.219.521.576.343.981,N03,D004472,Health Care Economics and Organizations
D010170,Palmitoyl-CoA Hydrolase,D08.811.277.352.897.700,D08,D045762,Enzymes and Coenzymes
D018758,"Stimulants, Historical",D27.505.954.888,D27,D020164,Chemical Actions and Uses
D003512,Cyclohexanones,D02.455.426.392.368.367.340,D02,D009930,Organic Chemicals
D019284,Thapsigargin,D02.455.426.392.368.284.500.888,D02,D009930,Organic Chemicals
D019284,Thapsigargin,D04.663.500.750.888,D04,D011083,Polycyclic Compounds
D000071449,Proprotein Convertase 9,D08.811.277.656.300.760.718,D08,D045762,Enzymes and Coenzymes
D007004,Hypoglycemic Agents,D27.505.696.422,D27,D020164,Chemical Actions and Uses
D043884,"Receptor, Cannabinoid, CB1",D12.776.543.750.695.125.100,D12,D000602,"Amino Acids, Peptides, and Proteins"
D002793,Cholic Acids,D04.210.500.105.225,D04,D011083,Polycyclic Compounds
D011042,Poisons,D27.720.777,D27,D020164,Chemical Actions and Uses
D058924,Thienopyridines,D02.886.778.823,D02,D009930,Organic Chemicals
D058924,Thienopyridines,D03.383.725.849,D03,D006571,Heterocyclic Compounds
D045792,Norisoprenoids,D02.455.326.271.665.202.309,D02,D009930,Organic Chemicals
D008694,Methamphetamine,D02.092.471.683.152.619,D02,D009930,Organic Chemicals
D016288,Computer Terminals,L01.224.230.260.115.500,L01,D007254,Information Science
D055573,Acid Ceramidase,D08.811.277.087.250.100,D08,D045762,Enzymes and Coenzymes
D000079923,Copper Transporter 1,D12.776.157.530.450.250.578.875.500,D12,D000602,"Amino Acids, Peptides, and Proteins"
D000092126,PPAR-gamma Agonists,D27.505.696.422.688,D27,D020164,Chemical Actions and Uses
D000697,Central Nervous System Stimulants,D27.505.696.282,D27,D020164,Chemical Actions and Uses
D008082,Lipotropic Agents,D27.505.519.186.071.601,D27,D020164,Chemical Actions and Uses
D014688,Venoms,A12.200.935,A12,D005441,Fluids and Secretions
D014688,Venoms,D20.888,D20,D045424,Complex Mixtures
D014688,Venoms,D23.946.833,D23,D001685,Biological Factors
D003684,Dehydrocholesterols,D04.210.500.247.222.222.347.200,D04,D011083,Polycyclic Compounds
D003684,Dehydrocholesterols,D10.570.938.208.320,D10,D008055,Lipids
D013657,Taurodeoxycholic Acid,D02.455.326.146.100.850.875.900,D02,D009930,Organic Chemicals
D013657,Taurodeoxycholic Acid,D04.210.500.105.225.272.925,D04,D011083,Polycyclic Compounds
D064466,"Solute Carrier Family 12, Member 1",D12.776.157.530.450.625.875.750.500,D12,D000602,"Amino Acids, Peptides, and Proteins"
D000076226,Rapamycin-Insensitive Companion of mTOR Protein,D05.500.356.500,D05,D046911,Macromolecular Substances
D000076226,Rapamycin-Insensitive Companion of mTOR Protein,D08.811.913.696.620.682.700.931.750.500,D08,D045762,Enzymes and Coenzymes
D000076226,Rapamycin-Insensitive Companion of mTOR Protein,D12.644.360.024.323,D12,D000602,"Amino Acids, Peptides, and Proteins"
D051597,Hippocalcin,D12.644.360.372.500.249,D12,D000602,"Amino Acids, Peptides, and Proteins"
D000097814,Job Security,N01.824.245.475,N01,D011154,Population Characteristics
D000083262,Embolic Stroke,C10.228.140.300.775.400.375,C10,D009422,Nervous System Diseases
D000083262,Embolic Stroke,C14.907.253.855.400.375,C14,D002318,Cardiovascular Diseases
D061585,Voltage-Gated Sodium Channel Agonists,D27.505.519.562.625.500,D27,D020164,Chemical Actions and Uses
D011718,Pyrazinamide,D03.383.679.750,D03,D006571,Heterocyclic Compounds
D003617,Dangerous Behavior,F01.145.263,F01,D001520,Behavior and Behavior Mechanisms
D003617,Dangerous Behavior,I01.880.735.223,I01,D012942,Social Sciences
D057911,Angiotensin Receptor Antagonists,D27.505.519.162,D27,D020164,Chemical Actions and Uses
D010668,Phenylthiazolylthiourea,D02.065.950.898.601.600,D02,D009930,Organic Chemicals
D006904,Hydroxymethylglutaryl-CoA Synthase,D08.811.913.050.612,D08,D045762,Enzymes and Coenzymes
D014754,Violence,I01.198.240.856,I01,D012942,Social Sciences
D019826,Cholic Acid,D04.210.500.105.225.130,D04,D011083,Polycyclic Compounds
D058110,Counterfeit Drugs,D26.894.500,D26,D004364,Pharmaceutical Preparations
D013658,Taurolithocholic Acid,D02.455.326.146.100.850.875.925,D02,D009930,Organic Chemicals
D013658,Taurolithocholic Acid,D04.210.500.105.225.480.880,D04,D011083,Polycyclic Compounds
D018167,"Receptors, Calcitriol",D12.776.826.535,D12,D000602,"Amino Acids, Peptides, and Proteins"
D020032,Tyrphostins,D02.455.426.559.389.150.795,D02,D009930,Organic Chemicals
D020032,Tyrphostins,D03.633.100.857.885,D03,D006571,Heterocyclic Compounds
D000072137,Vaping,F01.145.805.500,F01,D001520,Behavior and Behavior Mechanisms
D000074025,TRPA1 Cation Channel,D12.776.157.530.400.901.250,D12,D000602,"Amino Acids, Peptides, and Proteins"
D005778,Gefarnate,D02.455.849.440,D02,D009930,Organic Chemicals
D005778,Gefarnate,D10.251.355.350,D10,D008055,Lipids
D060185,Tetraspanin 24,D12.776.543.900.028,D12,D000602,"Amino Acids, Peptides, and Proteins"
D009526,Nialamide,D03.066.349.490,D03,D006571,Heterocyclic Compounds
D004968,"Estrogens, Non-Steroidal",D27.505.696.399.472.277.540,D27,D020164,Chemical Actions and Uses
D011746,Pyrithioxin,D03.383.725.812,D03,D006571,Heterocyclic Compounds
D055576,Neutral Ceramidase,D08.811.277.087.250.650,D08,D045762,Enzymes and Coenzymes
D000080362,Stargardt Disease,C11.270.872,C11,D005128,Eye Diseases
D000080362,Stargardt Disease,C16.320.290.724,C16,D009358,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
D012769,Shock,C23.550.835,C23,D013568,"Pathological Conditions, Signs and Symptoms"
D006903,Hydroxymethylglutaryl CoA Reductases,D08.811.682.047.820.150.415,D08,D045762,Enzymes and Coenzymes
D007010,Hyponatremia,C18.452.950.620,C18,D009750,Nutritional and Metabolic Diseases
D000071741,ORAI2 Protein,D12.776.157.530.400.150.740.750,D12,D000602,"Amino Acids, Peptides, and Proteins"
D000068796,Orexin Receptor Antagonists,D27.505.519.625.663,D27,D020164,Chemical Actions and Uses
D047014,Clostridium botulinum type B,B03.300.390.400.200.160.100,B03,D001419,Bacteria
D015386,Hazardous Substances,D27.888.426,D27,D020164,Chemical Actions and Uses
D006012,Glycogen Storage Disease Type V,C16.320.565.202.449.560,C16,D009358,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
D006012,Glycogen Storage Disease Type V,C18.452.648.202.449.560,C18,D009750,Nutritional and Metabolic Diseases
D015198,Designer Drugs,D26.909.500,D26,D004364,Pharmaceutical Preparations
D000097907,Mass Shooting Events,I01.198.240.470.786,I01,D012942,Social Sciences
D000097907,Mass Shooting Events,N06.230.100.160.500,N06,D004778,Environment and Public Health
D000077715,Nateglinide,D02.455.426.392.368.367.745,D02,D009930,Organic Chemicals
D000077715,Nateglinide,D12.125.072.050.685.448,D12,D000602,"Amino Acids, Peptides, and Proteins"
D063388,Endocannabinoids,D10.251.265,D10,D008055,Lipids
D014445,Tyrosine Decarboxylase,D08.811.520.224.125.875,D08,D045762,Enzymes and Coenzymes
D047969,Clostridium botulinum type D,B03.300.390.400.200.160.200,B03,D001419,Bacteria
D005389,Firearms,J01.637.870.350,J01,D013676,"Technology, Industry, and Agriculture"
D020866,omega-Conotoxin GVIA,D20.888.590.162.720.700,D20,D045424,Complex Mixtures
D020866,omega-Conotoxin GVIA,D23.946.580.590.162.720.700,D23,D001685,Biological Factors
D062687,Sodium Channel Agonists,D27.505.519.562.625,D27,D020164,Chemical Actions and Uses
D003510,Cyclohexanes,D02.455.426.392.368.367,D02,D009930,Organic Chemicals
D000081005,Cyclohexane Monoterpenes,D02.455.426.392.368.367.211,D02,D009930,Organic Chemicals
D006213,Hallucinogens,D27.505.696.388,D27,D020164,Chemical Actions and Uses
D064008,Enoyl-CoA Hydratase 2,D08.811.520.241.300.275,D08,D045762,Enzymes and Coenzymes
D065326,Children's Health Insurance Program,N03.219.521.576.343.071,N03,D004472,Health Care Economics and Organizations
D014196,Trazodone,D03.383.606.900,D03,D006571,Heterocyclic Compounds
D002783,Cholestenones,D04.210.500.247.222.265,D04,D011083,Polycyclic Compounds
D020343,Hypertensive Encephalopathy,C10.228.140.631.500,C10,D009422,Nervous System Diseases
D014807,Vitamin D,D04.210.500.812.768,D04,D011083,Polycyclic Compounds
D009284,Naphthols,D02.455.426.559.847.638.638,D02,D009930,Organic Chemicals
D009284,Naphthols,D04.615.638.638,D04,D011083,Polycyclic Compounds
D000056,Accident Prevention,N06.850.135.060,N06,D004778,Environment and Public Health
D002321,Career Choice,F02.463.785.373.346.400,F02,D011579,Psychological Phenomena
D013453,Sulfonylurea Compounds,D02.065.950.828,D02,D009930,Organic Chemicals
D002770,Cholenes,D04.210.500.221.263,D04,D011083,Polycyclic Compounds
D010837,Vitamin K 1,D02.455.426.559.847.638.721.374.689,D02,D009930,Organic Chemicals
D010837,Vitamin K 1,D04.615.638.721.374.689,D04,D011083,Polycyclic Compounds
D000059,Accidents,N06.850.135,N06,D004778,Environment and Public Health
D000072471,"Heterocyclic Compounds, Fused-Ring",D03.633,D03,D006571,Heterocyclic Compounds
D010880,Piperidines,D03.383.621,D03,D006571,Heterocyclic Compounds
D002776,Cholestanes,D04.210.500.247,D04,D011083,Polycyclic Compounds
D063385,Cannabinoid Receptor Modulators,D27.505.519.625.085,D27,D020164,Chemical Actions and Uses
D006573,"Heterocyclic Compounds, 1-Ring",D03.383,D03,D006571,Heterocyclic Compounds
D012752,Shame,F01.470.483.666,F01,D001520,Behavior and Behavior Mechanisms
D054828,Histamine H3 Antagonists,D27.505.519.625.375.425.712,D27,D020164,Chemical Actions and Uses
D064786,Nocebo Effect,N05.715.350.350.625.500,N05,D017530,"Health Care Quality, Access, and Evaluation"
D064786,Nocebo Effect,N06.850.490.734.875.500,N06,D004778,Environment and Public Health
